"Andreia Rosangela Mühlbeier","Estilos e Estratégias de Aprendizagem Personalizadas a Alunos das Modalidades Presenciais e a Distância"
"Angélica Maria Monteiro","Autoconceito académico em ambientes virtuais de aprendizagem"
"ANNABELL DEL REAL TAMARIZ","INTEGRAÇÃO DE UMA METODOLOGIA DE ENSINO PRESENCIAL DE PROGRAMAÇÃO COM UM SISTEMA TUTOR INTELIGENTE"
"Antonio Augusto Ximenes","Educação de Pacientes através de Sistemas de Acesso Público"
"Arcilan Trevenzoli Assireu","MATERIAL DIDÁTICO MULTIMIDIA APLICADO A EDUCAÇÃO SEMIPRESENCIAL: UM RELATO DE EXPERIÊNCIA"
"Ariane Nunes Rodrigues","Aplicando a Taxonomia de Bloom Revisada para Gerenciar Processos de Ensino em Sistemas de Aprendizagem Baseada em Problemas"
"Armando Maciel Toda","Um estudo preliminar sobre conceitos extrínsecos e intrínsecos do processo de Gamification"
"Arthur Tórgo Gómez","Facilitando o aprendizado de programação sob a ótica de metodologias ágeis"
"Ayla Débora Dantas de Souza Rebouças","GameMaking: Uma Metodologia para o Ensino de Informática para Alunos do Ensino Fundamental através da criação de Jogos Digitais""Baldoino Fonseca","Sistemas de Autoria para Construção de Ambientes Interativos de Aprendizagem Baseada em Agentes"
"Barbara Gorziza Avila","Proposta de uma metodologia para a construção de um sistema de CAA focado no contexto de seus usuários"
"Berenice Santos Gonçalves","Orientações para o Design de hipermídias para aprendizagem da língua espanhola na EaD"
"Bruno Bogaz Zarpelão","Avaliação Multidimensional Baseada em Lógica difusa para Ambientes de Ensino Mediado por Computador"
"Bruno Fagundes Sperb","Squeak Etoys na modalidade 1 para 1: programação e autoria multimídia no desenvolvimento da conceituação"
"Bruno Magalhães Nogueira","Uma análise exploratória de tópicos de pesquisa emergentes em Informática na Educação"
"Camila Areias de Oliveira","A mediação em aulas virtuais síncronas via webconferência"
"Carla Lopes Rodriguez","Estado da Arte sobre Afetividade na Formação de Grupos em Ambientes Colaborativos de Aprendizagem"
"CARLA MEDEIROS y ARAUJO","Análise de portal educacional em Histologia e de recursos didáticos diversificados por estudantes de graduação para viabilizar maior eficiência no ensino presencial."
"Carlos Alberto Faraco","Tecnologias na Educação: uma solução ou um problema pedagógico?"
"Carlos Alberto Madsen","NeuroFURG: uma ferramenta de apoio ao ensino de Redes Neurais Artificiais"
"Carlos Alberto Seixas","Um Salto no Futuro no Ensino da Administração de Medicamentos: Desenvolvimento de um Programa Instrucional Auxiliado pelo Computador"
"Carlos Eduardo Klock","Karma: um ambiente para o aprendizado de síntese de funções Booleanas"
"Carlos Henrique Costa Ribeiro","Aprendizado por Reforço para um Sistema Tutor Inteligente sem Modelo Explícito do Aprendiz"
"Carlos Henrique Quartucci Forster","Um Experimento sobre o Emprego de TiddlyWiki como Mídia para Aulas e Exercícios na Área de Exatas"
"Caroline Ramalho Cavalcanti","Detecção e Avaliação de Cola em Provas Escolares Utilizando Mineração de Texto: um Estudo de Caso"
"Cecilia Dias Flores","O Uso de Simuladores no Ensino da Medicina"
"Cecilia Estela Giuffra Palomino","O uso dos repositórios na visão do Designer Instrucional"
"Celso Alberto Santos","A TV Digital Interativa como Ferramenta de Apoio à Educação Infantil"
"Celso Antônio Alves Kaestner","Estimativa de Desempenho Acadêmico de Estudantes: Análise da Aplicação de Técnicas de Mineração de Dados em Cursos a Distância"
"Celso José Costa","Modelos de Educação Superior a Distância e Implementação da Universidade Aberta do Brasil"
"Cibelli De Sá Pinheiro Nobre","Uso dos Laboratórios de Informática em Escolas do Ensino Médio e Fundamental no Interior Nordestino"
"Clarissa Braga Pinho","A TV Digital Interativa como Ferramenta de Apoio à Educação Infantil"
"Claudia Lage Rebello da Motta","Promovendo a aprendizagem através das redes sociais apoiada por um modelo de combinação social"
"Cláudio Rodolfo Sousa de Oliveira","Um Ambiente para a Prática Remota de Aulas Laboratoriais de Física ( determinação da viscosidade de líquidos)"
"Credine Menezes","Sobre a aplicação de ontologias para orientar agentes a responder perguntas"
"Creto Augusto Vidal","Atualizando Dicas Visuais para Coerência Local e Global na Web"
"Cristiane Barbosa Pinheiro de Oliveira","Utilização da Ferramenta de Modelagem Dinâmica JLinkIt no Aprendizado Exploratório de Física no Ensino Médio"
"Cristiane Mendes Netto","Informática e educação no ensino superior: reflexões sobre a relação com o saber de estudantes de cursos da área de computação"
"Cristiano Galafassi","Análise Crítica das Pesquisas Recentes sobre as Tecnologias de Objetos de Aprendizagem e Ambientes Virtuais de Aprendizagem"
"Cristina Alba Wildt Torrezzan","Metas do design pedagógico: um olhar na construção de materiais educacionais digitais"
"Cristina de Almeida Rodrigues","Atividades Extraclasse com base no Currículo Mínimo para a Língua Inglesa usando uma Rede Social"
"Crystiam Kelle Pereira e Silva","Extração de Características de Perfil e de Contexto  em Redes Sociais para Recomendação de Recursos Educacionais"
"Dandara Dantas Navarro","Um Jogo Didático para Detecção de Problemas de Qualidade de Dados em Bancos de Dados Relacionais"
"Daniel Fábio Salvador","O Conhecimento Tecnológico Pedagógico do Conteúdo no Contexto Lusófono: uma revisão sistemática da literatura"
"Daniel Teixeira Resende","Recomendação de conteúdo personalizada com base em estilos de aprendizagem: uma abordagem prática"
"Daniela Karine Ramos","Processos colaborativos mediados pelo computador e as contribuições da teoria da atividade"
"Daniela Leal Musa","MODELO PARA COMPARTILHAMENTO DE PERFIS DE APRENDIZ ENTRE SISTEMAS DE APRENDIZAGEM NA WEB"
"Danilo Leal Maciel","Sistema de apoio a atividades de laboratório de programação via Moodle com suporte ao balanceamento  de carga e análise de similaridade de código"
"Danilo Leite Dalmon","Sobre o Desenvolvimento de Software Educacional: proposta de uma Linha de Produto de Software para Módulos de Aprendizagem Interativa"
"Deisy das Graças de Souza","Autoeficácia e Experiência de Professores no uso de Tecnologias de Informática"
"Denis Silva da Silveira","Análise de Usabilidade de um Sistema de EaD Baseada em Modelos Markovianos e em Taxonomia"
"Denise Filippo","Informações Estatísticas e Visuais para a Mediação De Fóruns Educacionais"
"Denise Pereira de Alcântara Ferraz","Licenciatura em Física a distância: análise do ambiente virtual TelEduc sob o olhar do conceito de mediação simbólica de Vygotsky"
"Denys Fellipe Souza Rocha","AssistLIBRAS: Uma Ferramenta de Autoria para a Construção de Sinais da LIBRAS"
"Diana Francisca Adamatti","NeuroFURG: uma ferramenta de apoio ao ensino de Redes Neurais Artificiais"
"Diego Marczal","Um arcabouço que enfatiza a retroação a contextos de erro na solução de problemas"
"Diego Soares Cardoso","Um Caderno Digital nos laptops educacionais: proposta conceitual e ferramenta"
"Diogo Moreira Moreira Bispo","Desenvolvimento de Jogo Educacional sobre  Ecotoxicologia Utilizando HTML5"
"Djenane Costa Pio","FACIL: Modelo para avaliação da literacia digital e informacional"
"Douglas Terêncio do Vale","INTEGRANDO AMBIENTES DE ENSINO E APRENDIZAGEM NA WEB COM XML"
"Edmir Parada Vasques Prado","Educação em Sistemas de Informação no Brasil: Uma Análise da Abordagem Curricular em Instituições de Ensino Superior Brasileiras"
"Ednaldo Brigante Pizzolato","Avaliação de software educativo com reconhecimento de fala em indivíduos com desenvolvimento normal e atraso de linguagem"
"Edson Costa de Barros Carvalho","Desenvolvimento de uma Ferramenta para a Construção e Integração de Personagens Virtuais Animados com Voz Sintética a Materiais Didáticos para EAD"
"Eleandro Maschio","Múltiplas Representações Externas no Suporte à Aquisição de Conhecimento em Programação de Computadores"
"Elen Collaço de Oliveira","Um Experimento sobre o Emprego de TiddlyWiki como Mídia para Aulas e Exercícios na Área de Exatas"
"Elieser Ademir de Jesus","Zorelha: Um Objeto de Aprendizagem Para Auxiliar o Desenvolvimento da Percepção Musical em Crianças de 4 a 6 Anos"
"Elis Gabriela Copa dos Santos","LIVRE SABER(LiSa): um repositório de recursos educacionais abertos de cursos a distância"
"Elizabeth Specialski","O Ciberespaço e as Redes de Computadores na Construção de Novo Conhecimento"
"Ellen Francine Barbosa","Uma análise exploratória de tópicos de pesquisa emergentes em Informática na Educação"
"Elmano Pontes Cavalcanti","Detecção e Avaliação de Cola em Provas Escolares Utilizando Mineração de Texto: um Estudo de Caso"
"Elmano Ramalho Cavalcanti","Detecção e Avaliação de Cola em Provas Escolares Utilizando Mineração de Texto: um Estudo de Caso"
"Eloi Fernando Fritsch","Avaliação Pedagógica do Software STR"
"Érica Ferreira da Cunha Jorge","A mediação em aulas virtuais síncronas via webconferência"
"Ernani Gottardo","Estimativa de Desempenho Acadêmico de Estudantes: Análise da Aplicação de Técnicas de Mineração de Dados em Cursos a Distância"
"Evanildo dos Santos Leite","Uso de Realidade Aumentada como Apoio ao Ensino do Campo Girante de um Motor de Corrente Alternada"
"Everton José Goldoni Estevam","Recursos Tecnológicos e Ensino de Estatística na Educação Básica: um cenário de pesquisas brasileiras"
"Ewerton Henning Raposo","Ensino de Programação no Ensino Médio: Uma Abordagem Orientada ao Design com a linguagem Scratch"
"Fabiane Penteado Galafassi","Análise Crítica das Pesquisas Recentes sobre as Tecnologias de Objetos de Aprendizagem e Ambientes Virtuais de Aprendizagem"
"Fábio da Purificação de Bastos","REGULARIDADES E TRANSFORMAÇÕES EM HIPERMÍDIA EDUCACIONAL"
"Fábio Denilson de Oliveira Feliciano","Análise comparativa da Usabilidade dos Ambientes de Gestão da Aprendizagem Amadeus e Moodle"
"Fábio Gerab","Análise das Interações Curriculares em um Curso de Ciência da Computação: buscando subsídios para aprimoramento curricular"
"Fabio Paraguaçu","Um jogo digital baseado no construcionismo"
"Fátima de Souza Freire","Tecnologia da Informação no Ensino de Contabilidade"
"Fernanda Araujo Coutinho Campos","EAD ENTRE OS DITAMES LEGAIS E A REALIDADE CONCRETA"
"Fernanda Brandão Silva","SOO Brasileiro: Aprendizagem e Diversão no XO"
"Fernando de Souza Coelho","Educação em Sistemas de Informação no Brasil: Uma Análise da Abordagem Curricular em Instituições de Ensino Superior Brasileiras"
"Fernando José Spanhol","O uso dos repositórios na visão do Designer Instrucional"
"Fernando Lincoln Mattos","Um Sistema de Aprendizagem Colaborativa de Didática Utilizando Cenários"
"Fernando Selmar Rocha Fidalgo","EAD ENTRE OS DITAMES LEGAIS E A REALIDADE CONCRETA"
"Filipe Arantes Fernandes","Uso de Realidade Aumentada como Apoio ao Ensino do Campo Girante de um Motor de Corrente Alternada"
"Francisco Milton Mendes Neto","MobiLE:  Um Ambiente Multiagente de Aprendizagem Móvel Baseado em Algoritmo Genético para Apoiar a Aprendizagem Ubíqua"
"Francisco Villa Ulhôa Botelho","A Qualidade dos Processos Interativos como Chave para a Avaliação da Efetividade de Cursos a Distância"
"Gean Davis Breda","Avaliação Multidimensional Baseada em Lógica difusa para Ambientes de Ensino Mediado por Computador"
"Geórgia Rodrigues Gomes","Uma Arquitetura de Ambiente de Aprendizagem para aferir o conhecimento do aluno"
"Gilbert Azevedo da Silva","Um Ambiente Computacional para Modelagem Simbólica de Sistemas Físicos Lineares Utilizando Grafos"
"Gilmara Teixeira Barcelos","Trigonometria Dinâmica: unidade de aprendizagem online para estudo de Trigonometria"
"Gilmara Teixeira Barcelos Peixoto","Formação continuada com apoio de uma rede social na internet: Tecnologias na Prática Docente de Professores de Matemática"
"Gisela Aragão Umbuzeiro","Desenvolvimento de Jogo Educacional sobre  Ecotoxicologia Utilizando HTML5"
"Guilherme Leocárdio Lucena","Laboratório virtual como alternativa didática para  auxiliar o ensino de química no ensino médio"
"Gustavo Morceli","Integração de Alunos Monitores em Salas de Informática: Uma Avaliação"
"Helena Macedo Reis","Concepção de uma Família de Gestos para Construção de Objetos Geométricos e sua Utilização em um Sistema de Geometria Interativa para Dispositivos Móveis: GeoTouch"
"Heloisa Moura","Trazendo Multimodalidade para o Design de Ambientes de Aprendizagem Aprimorados pela Tecnologia"
"Henildes José Carrer","Avaliação de software educativo com reconhecimento de fala em indivíduos com desenvolvimento normal e atraso de linguagem"
"Iana Ciara Santos de Albuquerque","Construção de um dicionário virtual para incremento do aprendizado de Biologia no ensino propedêutico"
"Ig Ibert Bittencourt Santana Pinto","AssistLIBRAS: Uma Ferramenta de Autoria para a Construção de Sinais da LIBRAS"
"Ilse Abegg","REGULARIDADES E TRANSFORMAÇÕES EM HIPERMÍDIA EDUCACIONAL"
"Inajara Salles Viana","EAD ENTRE OS DITAMES LEGAIS E A REALIDADE CONCRETA"
"Iraní Ferreira da Silva Gerab","Análise das Interações Curriculares em um Curso de Ciência da Computação: buscando subsídios para aprimoramento curricular"
"Jacques Duílio Brancher","Um estudo preliminar sobre conceitos extrínsecos e intrínsecos do processo de Gamification"
"Janaina Rodrigues Penedo","Análise de Usabilidade de um Sistema de EaD Baseada em Modelos Markovianos e em Taxonomia"
"Jaqueline Brigladori Pugliesi","Sistema Inteligente de Apoio a Treinamento e Ensino: Arquitetura e Avaliação"
"Jefferson Barbosa Belo da Silva","Ensino de Programação no Ensino Médio: Uma Abordagem Orientada ao Design com a linguagem Scratch"
"Jezer Machado Oliveira","Uma Infraestrutura Descentralizada para Ambientes de Aprendizagem Ubíqua"
"Joao Coelho Neto","Processo de Desenvolvimento para Jogos Eletrônicos Educacionais: uma Revisão de Literatura"
"Joao Porto de Albuquerque","Educação em Sistemas de Informação no Brasil: Uma Análise da Abordagem Curricular em Instituições de Ensino Superior Brasileiras"
"João Ricardo Bittencourt","Um Modelo para Geração de Perfis de Usuários Baseado em Técnicas de Psicometria"
"João Vilhete Viegas D'Abreu","Robótica Pedagógica e Currículo do Ensino Fundamental: Atuação em uma Escola Municipal do Projeto UCA"
"Jonice Oliveira","Análise Temporal de Redes de Coautorias: Um Estudo sobre as Interações dos Autores na Revista Brasileira de Informática na Educação"
"Jorge Victória Barbosa","Um Modelo Sensível ao Contexto Orientado à Gestão por Competências"
"José Alex De Sousa","Uso dos Laboratórios de Informática em Escolas do Ensino Médio e Fundamental no Interior Nordestino"
"José Antonio dos Santos Borges","RoboFácil: Especificação e Implementação de um Kit de Robótica para a Realidade Educacional Brasileira"
"José Maria David","Extração de Características de Perfil e de Contexto  em Redes Sociais para Recomendação de Recursos Educacionais"
"José Otávio Pompeu e Silva","Fio Condutor Microgenético: uma metodologia para a mediação metacognitiva em jogos computacionais"
"Juliana Bordinhão Diana","O uso dos repositórios na visão do Designer Instrucional"
"Juliana Campos Pirovani","Estudo e adaptação de software para o ensino de Linguagens Formais e Autômatos"
"Juliana Hiroko Kowata","Em direção à construção automática de Mapas Conceituais a partir de textos"
"Juliana Patrícia Detroz","Uso de Pesquisa Bibliográfica em Informática na Educacão: um Mapeamento Sistemático"
"Juliane Vargas Nunes","Orientações para o Design de hipermídias para aprendizagem da língua espanhola na EaD"
"Juliano Schimiguel","O Uso de Animações Interativas na Abordagem dos Conceitos da Energia Mecânica no Ensino Médio"
"Jussara Bueno de Queiroz Paschoalino","EAD ENTRE OS DITAMES LEGAIS E A REALIDADE CONCRETA"
"Kethure Aline Oliveira","A Avaliação do uso de Objetos de Aprendizagem na Educação de Jovens e Adultos"
"Larissa de Sousa Moreira","Trigonometria Dinâmica: unidade de aprendizagem online para estudo de Trigonometria"
"Leandro da Silva Foly","Uma Arquitetura de Ambiente de Aprendizagem para aferir o conhecimento do aluno"
"Leila Cristina de Vasconcelos Andrade","Busca Contextualizada Enriquecida com Dados Abertos para Apoiar a Aprendizagem Colaborativa em Redes Sociais"
"Leonardo Magela Cunha","A Adaptação do Ambiente AulaNet para dar Suporte a Grupos de Aprendizagem e sua Formação Utilizando os Conceitos de Agentes de Software"
"Leonelo Dell Anhol Almeida","Apuê: Uma Plataforma Web para Educação de Ciências Experimentais baseada em Tecnologias Livres"
"Liane Margarida Rockenbach Tarouco","Utilização de Objetos de Aprendizagem Abertos SCORM para dar suporte à Avaliação Formativa"
"Liliana Passerino","Utilização de Objetos de Aprendizagem Abertos SCORM para dar suporte à Avaliação Formativa"
"Lucas Monteiro Braz","Um Mecanismo para a Descoberta Automática de Ambientes Educacionais"
"Lúcia Maria Martins Giraffa","Ambiente para Construção de Materiais Instrucionais Apoiados por Vídeo"
"Luciana de Souza Gracioso","LIVRE SABER(LiSa): um repositório de recursos educacionais abertos de cursos a distância"
"Luciane Sayuri Sato","Educação sem Distâncias: Uma Experiência de Convivência em Ambiente Digital de Aprendizagem"
"Luciano Vieira Lima","A New Approach to Discover Students Learning Styles in Adaptive Educational Systems"
"Luis Gustavo Araujo Ferreira","UbiGroup: Um Modelo de Recomendação Ubíqua de Conteúdo para Grupos Dinâmicos de Aprendizes"
"Luiz Augusto Coimbra Rezende","Mídias na Educação: discurso oficial nos discursos de professores egressos de um Programa de Formação Continuada"
"Luiz Fernando paiva","Ensino de Programação no Ensino Médio: Uma Abordagem Orientada ao Design com a linguagem Scratch"
"Luiz Gustavo Ribeiro Rolando","O Conhecimento Tecnológico Pedagógico do Conteúdo no Contexto Lusófono: uma revisão sistemática da literatura"
"Luiz Jácome Júnior","MobiLE:  Um Ambiente Multiagente de Aprendizagem Móvel Baseado em Algoritmo Genético para Apoiar a Aprendizagem Ubíqua"
"Magalí Teresinha Longhi","Mapeamento de aspectos afetivos em um ambiente virtual de aprendizagem"
"Maira Fróes","Fio Condutor Microgenético: uma metodologia para a mediação metacognitiva em jogos computacionais"
"Mara Cristine Kich","Um Modelo Sensível ao Contexto Orientado à Gestão por Competências"
"Marcel Bergerman","Educação a Distância em Robótica e Visão Computacional"
"Marcelo da Silva Hounsell","Uso de Pesquisa Bibliográfica em Informática na Educacão: um Mapeamento Sistemático"
"Marcelo Giordan","Estratégias para Condução do Diálogo a Distância"
"Marcelo Henrique Euzebio Batista","Um Modelo para Geração de Perfis de Usuários Baseado em Técnicas de Psicometria"
"Marcelo Leandro Eichler","Compreensões de professores sobre o software educativo Carbópolis e sua utilização em diferentes realidades de escola"
"Márcia Aparecida Fernandes","A New Approach to Discover Students Learning Styles in Adaptive Educational Systems"
"Márcia Cristina Cera","Uma Proposta para o Ensino de Engenharia de Software a partir da Resolução de Problemas"
"Marco Aurélio Kalinke","Recursos Tecnológicos e Ensino de Estatística na Educação Básica: um cenário de pesquisas brasileiras"
"Marcos Alexandre Rose Silva","Formalização e Validação de Padrões para Apoiar o Design de Sistemas Educacionais com Coautoria"
"Marcos Ricardo Kich","Um Modelo Sensível ao Contexto Orientado à Gestão por Competências"
"Marcus Vinícius Carvalho Guelpeli","Aprendizado por Reforço para um Sistema Tutor Inteligente sem Modelo Explícito do Aprendiz"
"Maria Celeste Reis Fernandes de Souza","Informática e educação no ensino superior: reflexões sobre a relação com o saber de estudantes de cursos da área de computação"
"Maria Claudia Silva Boeres","Em direção à construção automática de Mapas Conceituais a partir de textos"
"Maria Gabriela Parenti Bicalho","Informática e educação no ensino superior: reflexões sobre a relação com o saber de estudantes de cursos da área de computação"
"Maria Istela Cagnin","Uma Contribuição para a Adaptabilidade de Ambientes Virtuais de Aprendizagem para Dispositivos Móveis"
"Marília Abrahão Amaral","A Avaliação do uso de Objetos de Aprendizagem na Educação de Jovens e Adultos"
"Marina Keiko Nakayama","O uso dos repositórios na visão do Designer Instrucional"
"Mario Roberto Barro","Blogs no ensino de química: utilização e avaliação da aceitação em disciplina de comunicação científica"
"Marlene de Alencar Dutra","Usabilidade e Interatividade em Sistemas Web para Cursos Online"
"Marta Costa Rosatelli","A Collaborative Environment for Distance Learning"
"Marta Rosecler Bez","O Uso de Simuladores no Ensino da Medicina"
"Marta Talitha Amorim","Sobre a aplicação de ontologias para orientar agentes a responder perguntas"
"Martin Streibel","A INFORMÁTICA E SUAS APLICAÇÕES EM EDUCAÇÃO FÍSICA"
"Mateus Henrique Dal Forno","Uma Proposta para o Ensino de Engenharia de Software a partir da Resolução de Problemas"
"Maurício Roberto Motta Pinto Luz","O Conhecimento Tecnológico Pedagógico do Conteúdo no Contexto Lusófono: uma revisão sistemática da literatura"
"Mauro Sérgio Teixeira de Araújo","O Uso de Animações Interativas na Abordagem dos Conceitos da Energia Mecânica no Ensino Médio"
"Melissa Picchi Zambon","Autoeficácia e Experiência de Professores no uso de Tecnologias de Informática"
"Milton Antônio Zaro","Proposta de um instrumento digital para a verificação do comportamento de motoristas"
"Mírian Cristiane Alves Brito","Elaboração de uma metodologia de desenvolvimento de software em uma instituição de ensino"
"Mirla Eliane Pereira Freire","Sistema Inteligente de Apoio a Treinamento e Ensino: Arquitetura e Avaliação"
"Mônica Mandaji","O Processo de Colaboração nos Trabalhos de Coautoria em Ambientes Virtuais de Aprendizagem"
"Monica Parente Ramos","Computador de Mão: Um Recurso Didático na Graduação em Medicina"
"Mônica Zewe Uriarte","Zorelha: Um Objeto de Aprendizagem Para Auxiliar o Desenvolvimento da Percepção Musical em Crianças de 4 a 6 Anos"
"Myriam Kienitz Lemos","Fio Condutor Microgenético: uma metodologia para a mediação metacognitiva em jogos computacionais"
"Nelkis de la Orden Medina","Análise da Aprendizagem Significativa em Ambientes de Escrita Colaborativa Apoiada por Computador"
"Neyvan Renato Rodrigues da Silva","Construção de um dicionário virtual para incremento do aprendizado de Biologia no ensino propedêutico"
"Paloma Alinne Rodrigues","Banco Internacional de Objetos Educacionais: Repositório Digital para o uso da Informática na Educação"
"Pasqueline Dantas Scaico","Ensino de Programação no Ensino Médio: Uma Abordagem Orientada ao Design com a linguagem Scratch"
"Patrícia Alejandra Behar","Comunicação e Aprendizagem Matemática Online: Um Estudo com o Editor Científico ROODA Exata"
"Patrícia Behling Schäfer","Squeak Etoys na modalidade 1 para 1: programação e autoria multimídia no desenvolvimento da conceituação"
"Patricia Mariotto Mozzaquatro","Estilos e Estratégias de Aprendizagem Personalizadas a Alunos das Modalidades Presenciais e a Distância"
"Paulo Alceu Almeida Rezende","PERSONNA: proposta de ontologia de contexto e perfil de alunos para recomendação de objetos de aprendizagem"
"Paulo André da Rocha Perris","Análise comparativa da Usabilidade dos Ambientes de Gestão da Aprendizagem Amadeus e Moodle"
"Paulo Henrique Lopes Aguiar","A mediação em aulas virtuais síncronas via webconferência"
"Paulo José de Freitas Filho","Análise da Aprendizagem Significativa em Ambientes de Escrita Colaborativa Apoiada por Computador"
"Pedro Henrique Batista Ruas da Silveira","FACIL: Modelo para avaliação da literacia digital e informacional"
"Rachel Carlos Duque Reis","Estado da Arte sobre Afetividade na Formação de Grupos em Ambientes Colaborativos de Aprendizagem"
"Rafael de Amorim Silva","AssistLIBRAS: Uma Ferramenta de Autoria para a Construção de Sinais da LIBRAS"
"Rafael de Santiago","Arquitetura para Compartilhamento de Objetos de Aprendizagem entre Instituições de Ensino"
"Rafael Humberto Scapin","Utilização de um Software para Criação e Gerenciamento de Cursos Online num Curso para Professores da Rede Pública"
"Rafael Machado Alves","DuinoBlocks: Desenho e Implementação de um Ambiente de Programação Visual para Robótica Educacional"
"Rafael Prado Celso","Educação em Sistemas de Informação no Brasil: Uma Análise da Abordagem Curricular em Instituições de Ensino Superior Brasileiras"
"Raimir Holanda Filho","Um Sistema de Aprendizagem Colaborativa de Didática Utilizando Cenários"
"Regina Lúcia de Oliveira Moraes","Desenvolvimento de um jogo educativo para crianças com hemofilia"
"Renan Gonçalves Cattelan","Impacto de Aplicações de Captura e Acesso em Estudantes de Cursos de Computação"
"Renata Lopes Jaguaribe Pontes","O uso do blog como ferramenta pedagógica: um estudo de caso com professores participantes do Projeto Um Computador por Aluno (UCA)"
"Renato de Freitas Bulcão Neto","Autoria Colaborativa na Web: Experiências e Reflexões sobre a CoWeb"
"Renato Luis de Souza Dutra","Utilização de Objetos de Aprendizagem Abertos SCORM para dar suporte à Avaliação Formativa"
"Renato Perez Ribas","Karma: um ambiente para o aprendizado de síntese de funções Booleanas"
"Ricardo Edgard Caceffo","Ferramenta de apoio para o aprendizado ativo usando dispositivos com caneta eletrônica"
"Ricardo Holanda Nobre","Uso dos Laboratórios de Informática em Escolas do Ensino Médio e Fundamental no Interior Nordestino"
"Ricardo Luís Freitas","AUXILIAR: Um Sistema Inteligente para Cursos Online"
"Ricardo Matsumura Araujo","Modelagem e Predição de Reprovação de Acadêmicos de Cursos de Educação a Distância a partir da Contagem de Interações"
"Roberta Mayumi Matsunaga","Desenvolvimento de um jogo educativo para crianças com hemofilia"
"Roberto dos Santos Rabello","Interação e Autismo: Uso de Agentes Inteligentes para Detectar Déficits de Comunicação em Ambientes Síncronos"
"Roberto Romani","SOO Brasileiro: Aprendizagem e Diversão no XO"
"Roberto Willrich","Técnica de Recomendação Baseada em Metadados para Repositórios Digitais Voltados ao Ensino"
"Robson da Silva Aguiar","Laboratório de Linguagens Formais"
"Rodolfo Jardim de Azevedo","Ferramenta de apoio para o aprendizado ativo usando dispositivos com caneta eletrônica"
"Rodrigo Alves Costa","Detecção e Avaliação de Cola em Provas Escolares Utilizando Mineração de Texto: um Estudo de Caso"
"Rodrigo Duarte Seabra","Experiência Inovadora e Contribuições no Ensino de Geometria em uma Ferramenta 3D: um Estudo de Caso na Engenharia"
"Rodrigo Luis de Souza da Silva","Ferramenta de Apoio ao ensino de Física utilizando Realidade Aumentada"
"Ronei Ximenes Martins","EDUCAÇÃO A DISTÂNCIA É PARA TODOS? UM ESTUDO EXPLORATÓRIO SOBRE POSSÍVEIS PREDITORES DO SUCESSO ACADÊMICO"
"Ronney Nery Silva","Tecnologia da Informação no Ensino de Contabilidade"
